DIFF_ND,DIFF_NF,DIFF_EN,SIZE_LA,SIZE_LD,PURP_FIX,PURP_MR,HIST_NDEV,SKIP_DOC,SKIP_MET,SKIP_COM,SKIP_FRM,SKIP_BLD,LABEL,CM_adding,CM_jmotif,CM_maven,CM_plugin,CM_prepare,CM_readme,CM_release,CM_sax,CM_update,CM_updating
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,7,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
1,2,0.15879017013232533,44,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,14,0.8577850346478548,3378,290,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,0.6064209274673008,102,14,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,9,14,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.6652303272801888,134,37,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.3515625000000001,46,2,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,91,0,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0.0,28,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,5,0,0,0,0.0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,21,19,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,2,3,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
2,2,0.21875,16,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,47,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,0.5599999999999999,5,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,6,0.7748724489795918,39,17,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.5626346568174824,43,14,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
0,1,0.0,5,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
8,19,0.8458911337215128,2124,2025,1,0,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13,0.8529501998202639,2130,2206,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13,0.8529501998202639,2130,2206,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.15809911242603558,53,51,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.15809911242603558,53,51,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,0.6867000000000001,145,55,0,0,0.0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.5636396570462505,94,88,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.5607363611932277,103,19,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,130,130,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,7,7,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,9,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.5,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
0,1,0.0,2,0,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
1,1,0.0,0,0,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
1,2,0.0,1,1,1,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.375,15,13,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0.45674740484429055,8,9,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,0.6389413988657845,16,30,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,4,0.3541912632821723,70,7,1,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,18,2,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.3196908442330558,241,49,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,4,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2,0.10775510204081629,17,18,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.4004733727810652,47,18,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
0,1,0.0,1,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0.33673469387755106,11,3,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.29488703923900117,28,30,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,0.6049586776859505,29,26,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.7575985246909365,89,32,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,0,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
1,2,0.07133058984910856,19,35,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
1,1,0.0,8,3,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0.0,0,0,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0,25,0,1,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.5,2,2,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.06887755102040805,55,1,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.4280618311533888,27,2,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,36,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,17,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,17,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,13,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.5,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,19,7,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,5,7,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.48137888581101884,81,90,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.40816326530612246,7,7,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.5429362880886427,58,18,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,39,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,17,13,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
1,1,0.0,6,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
1,1,0.0,42,17,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
1,1,0.0,1,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.0,11,0,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
6,8,0.7967513536026656,62,36,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,8,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
1,2,0.4992310649750096,101,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
1,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,11,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.2600121291076122,71,140,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.0,16,10,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,4,10,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.49586776859504145,11,11,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
0,1,0.0,2,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
3,5,0.6046280991735538,183,37,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.3693827160493828,45,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,24,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,0.5014792899408284,52,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.2732194918783839,16,33,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.15473120412616548,66,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,21,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.3574323687435197,103,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.33016800584368144,58,16,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,12,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,62,8,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,3,0.5493827160493827,49,5,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,0.4919375157470396,123,3,0,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,4,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6614647697683763,0.0,0.0,0.7499762385271077,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,2,3,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
1,1,0.0,0,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,21,12,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
1,2,0.03826293872694819,2,203,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,3,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,4,0.37984173261141196,26,23,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,2,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
2,4,0.40625,11,37,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,3,3,1,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,0.24489795918367352,6,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
0,2,0.23781212841854948,27,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
3,3,0.5139475908706678,90,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,0.35888671875,50,142,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,7,0.2873813417146256,220,214,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,6,6,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2,2,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,18,4,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,2,2,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,16,18,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,4,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,8,0,0,0,0.0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,10,4,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,4,4,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,3,3,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
0,1,0.0,1,1,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.4902565218555369,0.5085628019388129,0.5185310131439518,0.0,0.4818070232677832,0.0,0.0,0.0
0,1,0.0,2,3,0,0,0.0,1,0,0,0,0,0,0.0,0.3408191486183217,0.32979864855721314,0.3421133984125007,0.34881907684293756,0.0,0.648229235330443,0.3408191486183217,0.0,0.0
1,2,0.5,2,0,0,0,0.0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,3,0,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,3,0.5173010380622838,22,12,1,0,0.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,0,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6491907155332413,0.0,0.0,0.0,0.7606256732884044
3,4,0.6168,31,19,0,0,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0.653061224489796,4,3,0,0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,15,14,0,0,0.0,1,0,0,0,0,0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0
